"","VIN","Price","Year","Make","Model.Group","Model.Detail","Body.Style","Color","Damage.Description","Odometer","Est..Retail.Value","Repair.cost","Engine","Drive","Cylinders","Sale.Status"
"163","2HKRM4H58GH711333",5800,2016,"HONDA","CR-V EX","CR-V EX","4DR SPOR","SILVER","Front",10491,21019,14774,2.4,"All",4,"Minimum"
"164","JTMDFREV0GD194881",10900,2016,"TOYOTA","RAV4 LIMIT","RAV4 LIMIT","4DR SPOR","WHITE","Front",24716,24795,20544,2.5,"All",4,"Minimum"
"165","5J6RM4H32GL122556",4200,2016,"HONDA","CR-V LX","CR-V LX","4DR SPOR","GRAY","Front",10527,17728,14804,2.4,"All",4,"Minimum"
"166","JM1BM1U7XG1304953",6000,2016,"MAZDA","3","3 SPORT","SEDAN 4D","GRAY","Mechanical",64877,10098,2671,2,"F",4,"Minimum"
"167","4T1BF1FK2GU234466",4000,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLACK","Front",58321,14693,9705,2.5,"F",4,"Minimum"
"168","5UXKR6C55G0J80545",16400,2016,"BMW","X5 XDRIVE5","X5 XDRIVE5","4DR SPOR","WHITE","Front",28154,44967,31651,4.4,"All",8,"Minimum"
"169","5TDKK3DC8GS756000",7200,2016,"TOYOTA","SIENNA LE","SIENNA LE","SPORTS V","SILVER","Side",35154,21715,16881,3.5,"F",6,"Minimum"
"170","4T1BF1FK7GU548470",4900,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLUE","Front",79571,10645,17202,2.5,"F",4,"Pure"
"171","19XFC2F53GE018557",3350,2016,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","SILVER","Vandalism",55278,13849,10784,2,"F",4,"Pure"
"172","5TDDK3DC1GS138509",8600,2016,"TOYOTA","SIENNA XLE","SIENNA XLE","SPORTS V","BEIGE","Rear",57746,27000,24000,3.5,"All",6,"Pure"
"173","5TDXK3DC4GS738535",6300,2016,"TOYOTA","SIENNA SE","SIENNA SE","SPORTS V","GRAY","Side",52608,25663,16893,3.5,"F",6,"Minimum"
"174","5YFBURHE9GP398469",4200,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","SILVER","Side",61987,13103,9150,1.8,"F",4,"Minimum"
"175","3N1CN7AP6GL884884",1500,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","BLUE","Rear",26167,10375,7182,1.6,"F",4,"Minimum"
"176","1N4AL3AP0GN341684",2950,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","SILVER","Front",79221,10861,12932,2.5,"F",4,"Pure"
"177","3N1CN7APXGL821741",850,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","GRAY","Front",54932,9210,9688,1.6,"F",4,"Pure"
"178","2HGFC1F76GH647862",4950,2016,"HONDA","CIVIC EXL","CIVIC EXL","SEDAN 4D","RED","Front",31975,17603,11846,1.5,"F",4,"Pure"
"179","1HGCR2F88GA170933",7800,2016,"HONDA","ACCORD EXL","ACCORD EXL","SEDAN 4D","BLACK","Side",72953,14428,7243,2.4,"F",4,"Minimum"
"180","5FNRL5H6XGB141240",8700,2016,"HONDA","ODYSSEY EX","ODYSSEY EX","SPORTS V","BLUE","Front",39274,25000,0,3.5,"F",6,"Pure"
"181","3MZBM1U70GM313550",2550,2016,"MAZDA","3","3 SPORT","SEDAN 4D","BLACK","Front",20581,14286,0,2,"F",4,"Pure"
"182","1HGCR2F75GA029552",4650,2016,"HONDA","ACCORD EX","ACCORD EX","SEDAN 4D","BLACK","Front",80647,14205,12640,2.4,"F",4,"Pure"
"183","WBA8E9G56GNT46803",8700,2016,"BMW","3 SERIES","328 I SULE","SEDAN 4D","BLACK","Front",25921,21728,20734,2,"R",4,"Minimum"
"184","5N1AR2MM9GC605089",8700,2016,"NISSAN","PATHFINDER","PATHFINDER","4DR SPOR","GRAY","Rear",41106,26929,0,3.5,"4x4",6,"Pure"
"185","1HGCR2F31GA134473",5800,2016,"HONDA","ACCORD LX","ACCORD LX","SEDAN 4D","GRAY","Rear",43081,16308,11327,2.4,"F",4,"Pure"
"186","1N4AL3AP6GC191835",3250,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","WHITE","Side",79132,9976,0,2.5,"F",4,"Pure"
"187","4JGDA5HB5GA809964",18000,2016,"MERCEDES-BENZ","GLE 350 4M","GLE 350 4M","4DR SPOR","BLACK","Front",50935,33098,0,3.5,"All",6,"Minimum"
"188","1N4AL3AP3GC232339",4550,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","SILVER","Rear",66889,10597,8702,2.5,"F",4,"Pure"
"189","2HGFC2F58GH546021",3800,2016,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","GRAY","Front",85119,13150,0,2,"F",4,"Pure"
"190","19UDE2F33GA014707",3450,2016,"ACURA","ILX","ILX BASE","SEDAN 4D","SILVER","ALL OVER",50533,16865,0,2.4,"F",4,"Minimum"
"191","19XFC1F34GE014848",5300,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Front",31347,16257,13572,1.5,"F",4,"Minimum"
"192","19XFC2F53GE024634",4100,2016,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","BLUE","Side",32855,14575,9959,2,"F",4,"Minimum"
"193","19XFC2F78GE084006",3750,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLUE","Front",32555,16343,12167,2,"F",4,"Minimum"
"194","KNMAT2MV2GP726358",4600,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","BLUE","Rear",47801,16048,0,2.5,"All",4,"Pure"
"195","2T1BURHE8GC656092",4250,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLUE","Side",44728,13943,13943,1.8,"F",4,"Minimum"
"196","1HGCR2F37GA121940",4050,2016,"HONDA","ACCORD LX","ACCORD LX","SEDAN 4D","BEIGE","Front",42111,16357,0,2.4,"F",4,"Minimum"
"197","1N6BD0CT9GN782201",3800,2016,"NISSAN","FRONTIER S","FRONTIER S","4DR EXT","WHITE","Front",19723,14945,13284,2.5,"R",4,"Minimum"
"198","1N4AL3AP3GC206923",2050,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLACK","Front",40868,13412,11390,2.5,"F",4,"Pure"
"199","5TDZKRFH0GS175908",10200,2016,"TOYOTA","HIGHLANDER","HIGHLANDER","4DR SPOR","BROWN","Rear",34984,24848,18044,3.5,"F",6,"Pure"
"200","5TDBKRFH8GS354702",10300,2016,"TOYOTA","HIGHLANDER","HIGHLANDER","4DR SPOR","GRAY","Rear",30832,27433,0,3.5,"All",6,"Pure"
"201","1N4AL3APXGN352742",3400,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Rear",55297,10430,10910,2.5,"F",4,"Pure"
"202","JM3KE2CY1G0796234",7100,2016,"MAZDA","CX-5 TOURI","CX-5 TOURI","4DR SPOR","WHITE","Side",30324,19325,7274,2.5,"F",4,"Minimum"
"203","3N1AB7AP2GL654100",3150,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","WHITE","Side",51297,10241,8161,1.8,"F",4,"Pure"
"204","2HGFC2F70GH506341",3050,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",40110,14049,8994,2,"F",4,"Pure"
"205","JTEBU5JR1G5337678",9600,2016,"TOYOTA","4RUNNER SR","4RUNNER SR","4DR SPOR","GRAY","Front",59796,27775,0,4,"4x4",6,"Minimum"
"206","1HGCR2F57GA188930",9200,2016,"HONDA","ACCORD SPO","ACCORD SPO","SEDAN 4D","BLACK","Side",21793,18016,9319,2.4,"F",4,"Pure"
"207","2HKRM4H55GH706204",0,2016,"HONDA","CR-V EX","CR-V EX","4DR SPOR","CHARCOAL","Front",43580,20175,10518,2.4,"All",4,"Pure"
"208","JTHCM1D27G5002603",8500,2016,"LEXUS","IS","IS 300","SEDAN 4D","WHITE","Front",21700,25149,19104,3.5,"All",6,"Minimum"
"209","3N1CN7AP7GL903183",1050,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","GRAY","Front",58771,7880,9238,1.6,"F",4,"Approval"
"210","4T1BF1FK5GU263458",2600,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLACK","Front",29403,15650,13232,2.5,"F",4,"Pure"
"211","4T4BF1FK8GR555000",5400,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","GRAY","Rear",39637,15226,10483,2.5,"F",4,"Pure"
"212","3MYDLBZV3GY104387",1600,2016,"TOYOTA","SCION","SCION IA","SEDAN 4D","GRAY","Front",98454,8905,6853,1.5,"F",4,"Minimum"
"213","3N1CN7AP9GL812190",1400,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","GRAY","Front",77201,7324,0,1.6,"F",4,"Minimum"
"214","3CZRU5H36GM700033",5100,2016,"HONDA","HR-V LX","HR-V LX","4DR SPOR","GRAY","Rear",68739,13845,8000,1.8,"F",4,"Pure"
"215","19XFC2F71GE003914",2800,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","CHARCOAL","Front",60703,14797,11000,2,"F",4,"Pure"
"216","4T4BF1FK0GR550809",5700,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLUE","Front",36814,14597,11130,2.5,"F",4,"Minimum"
"217","1N4AL3AP5GC230270",3350,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","RED","Front",69626,9797,0,2.5,"F",4,"Minimum"
"218","KNMAT2MV7GP711449",2650,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","WHITE","Front",40649,17255,14000,2.5,"All",4,"Minimum"
"219","2HKRM3H3XGH556387",6100,2016,"HONDA","CR-V LX","CR-V LX","4DR SPOR","CHARCOAL","Side",26628,18571,0,2.4,"F",4,"Pure"
"220","5FNRL5H92GB134177",8900,2016,"HONDA","ODYSSEY TO","ODYSSEY TO","SPORTS V","BLACK","Rear",72773,24417,0,3.5,"F",6,"Pure"
"221","5N1AT2MT9GC888831",4250,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","GRAY","Rear",37493,18163,0,2.5,"F",4,"Pure"
"222","1N4AA6APXGC417625",4450,2016,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","BLACK","Rear",57222,18434,0,3.5,"F",6,"Pure"
"223","4T1BF1FK4GU131081",6600,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","GRAY","Side",44728,16916,10040,2.5,"F",4,"Pure"
"224","1N4AA6AP7GC402368",7100,2016,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","BLACK","Side",30928,19527,10012,3.5,"F",6,"Pure"
"225","4T1BF1FK5GU159262",6900,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","WHITE","Side",69639,13839,0,2.5,"F",4,"Pure"
"226","JTMWFREVXGD091492",8600,2016,"TOYOTA","RAV4 XLE","RAV4 XLE","4DR SPOR","BLUE","Rear",31170,18781,14779,2.5,"F",4,"Pure"
"227","19XFC2F59GE099547",2950,2016,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","WHITE","Rear",29871,13841,9803,2,"F",4,"Minimum"
"228","2HKRM3H56GH526224",7400,2016,"HONDA","CR-V EX","CR-V EX","4DR SPOR","BLUE","Rear",16816,19048,16037,2.4,"F",4,"Pure"
"229","1HGCR2F51GA193220",6500,2016,"HONDA","ACCORD SPO","ACCORD SPO","SEDAN 4D","RED","Front",21894,17316,13416,2.4,"F",4,"Pure"
"230","JTHBA1D26G5029585",8300,2016,"LEXUS","IS","IS 200T","SEDAN 4D","GRAY","Front",25347,23699,17535,2,"R",4,"Minimum"
"231","5TDYKRFH8GS129223",9300,2016,"TOYOTA","HIGHLANDER","HIGHLANDER","4DR SPOR","SILVER","Front",39511,31160,22485,3.5,"F",6,"Pure"
"232","5TDYKRFH7GS123462",14600,2016,"TOYOTA","HIGHLANDER","HIGHLANDER","4DR SPOR","GRAY","Front",43963,33010,15179,3.5,"F",6,"Minimum"
"233","JTEZU5JR3G5114556",6700,2016,"TOYOTA","4RUNNER SR","4RUNNER SR","4DR SPOR","GRAY","Front",60874,25911,24976,4,"R",6,"Minimum"
"234","2HGFC1F37GH630162",2400,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Front",68390,15242,10178,1.5,"F",4,"Minimum"
"235","5J6RM3H96GL006968",8600,2016,"HONDA","CR-V TOURI","CR-V TOURI","4DR SPOR","WHITE","Side",72343,20203,16049,2.4,"F",4,"Pure"
"236","2T3YFREV7GW279835",8500,2016,"TOYOTA","RAV4 LIMIT","RAV4 LIMIT","4DR SPOR","BLACK","Front",47903,21471,16164,2.5,"F",4,"Minimum"
"237","5FNYF5H59GB020712",6600,2016,"HONDA","PILOT EXL","PILOT EXL","4DR SPOR","WHITE","Side",84482,23927,16384,3.5,"F",6,"Pure"
"238","5YFBURHE5GP555348",4650,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","SILVER","Rear",67710,13240,11757,1.8,"F",4,"Pure"
"239","KNMAT2MT6GP727544",3900,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","WHITE","Front",35179,17025,0,2.5,"F",4,"Pure"
"240","JTMWFREV6GJ065909",7200,2016,"TOYOTA","RAV4 XLE","RAV4 XLE","4DR SPOR","WHITE","Front",81104,18745,14955,2.5,"F",4,"Minimum"
"241","WAUCFAFC7GN191655",6500,2016,"AUDI","A6","A6 PREMIUM","SEDAN 4D","GRAY","Front",41877,26355,19866,2,"F",4,"Minimum"
"242","3CZRU5H39GM703993",6400,2016,"HONDA","HR-V LX","HR-V LX","4DR SPOR","BLACK","Rear",54303,15442,0,1.8,"F",4,"Pure"
"243","5YFBURHE1GP440617",3900,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","WHITE","Front",72637,12032,15166,1.8,"F",4,"Minimum"
"244","3N1AB7AP5GL648940",2500,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","BLUE","Front",70400,11359,13063,1.8,"F",4,"Minimum"
"245","JM1GJ1W57G1483091",1450,2016,"MAZDA","6","6 GRAND TO","SEDAN 4D","BLACK","Rear",39772,19360,0,2.5,"F",4,"Pure"
"246","5J6RM4H94GL101695",5300,2016,"HONDA","CR-V TOURI","CR-V TOURI","4DR SPOR","BURGUNDY","Front",49258,22612,19008,2.4,"All",4,"Pure"
"247","1N4AL3AP4GN329635",1400,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BROWN","Side",142626,7125,14625,2.5,"F",4,"Pure"
"248","JM1GJ1U59G1466618",1150,2016,"MAZDA","6","6 SPORT","SEDAN 4D","RED","Front",20328,14126,13067,2.5,"F",4,"Pure"
"249","JTEBU5JR0G5323092",14100,2016,"TOYOTA","4RUNNER SR","4RUNNER SR","4DR SPOR","SILVER","Front",45280,31779,21790,4,"4x4",6,"Pure"
"250","JN8AE2KP8G9153411",2150,2016,"NISSAN","QUEST S","QUEST S","SPORTS V","BROWN","Front",20764,17477,15130,3.5,"F",6,"Pure"
"251","5TDKK3DC3GS705083",7900,2016,"TOYOTA","SIENNA LE","SIENNA LE","SPORTS V","SILVER","Front",71323,17103,21123,3.5,"F",6,"Minimum"
"252","3VWD17AJ0GM348433",2100,2016,"VOLKSWAGEN","JETTA","JETTA SPOR","SEDAN 4D","WHITE","Front",96339,10136,6082,1.8,"F",4,"Pure"
"253","19XFC2F51GE055347",2400,2016,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","BLACK","ALL OVER",110165,9355,8454,2,"F",4,"Pure"
"254","WBA8E1G57GNT33575",4450,2016,"BMW","3 SERIES","320 I","SEDAN 4D","BLACK","ALL OVER",51940,16707,15264,2,"R",4,"Pure"
"255","5YFBURHE5GP474754",3200,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLUE","Side",27802,12337,9491,1.8,"F",4,"Minimum"
"256","3MYDLBZV2GY124338",5700,2016,"TOYOTA","SCION","SCION IA","SEDAN 4D","BLACK","Front",63150,9369,7062,1.5,"F",4,"Approval"
"257","3N1CN7APXGL913075",1150,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","GRAY","Front",14755,12029,9869,1.6,"F",4,"Minimum"
"258","3N1CN7AP7GL877619",1650,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","GRAY","Front",53871,7818,0,1.6,"F",4,"Pure"
"259","1N4AL3AP8GC284291",3150,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Front",61342,11862,8817,2.5,"F",4,"Minimum"
"260","5UXKR0C59G0S87076",17100,2016,"BMW","X5 XDRIVE3","X5 XDRIVE3","4DR SPOR","GRAY","Front",61418,30096,0,3,"All",6,"Minimum"
"261","5FNRL5H98GB126584",9200,2016,"HONDA","ODYSSEY TO","ODYSSEY TO","SPORTS V","GRAY","Front",28557,27956,17107,3.5,"F",6,"Pure"
"262","2HKRM4H57GH600112",7000,2016,"HONDA","CR-V EX","CR-V EX","4DR SPOR","BLACK","Rear",17792,21522,13892,2.4,"All",4,"Minimum"
"263","19XFC2F57GE096680",6000,2016,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","BLUE","Rear",25440,14624,9076,2,"F",4,"Pure"
"264","3N1AB7AP3GY261435",2100,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","GRAY","Rear",66313,10231,10391,1.8,"F",4,"Minimum"
"265","1N4BL3APXGC198842",4850,2016,"NISSAN","ALTIMA","ALTIMA 3.5","SEDAN 4D","BLUE","Rear",73685,14563,0,3.5,"F",6,"Pure"
"266","1N4AL3AP2GC112161",1900,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","SILVER","Rear",82248,12436,12132,2.5,"F",4,"Minimum"
"267","3N1AB7AP7GY230303",1600,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","SILVER","Front",75154,8824,0,1.8,"F",4,"Pure"
"268","1N4AL3AP9GC160076",5800,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","WHITE","Rear",35454,14576,10377,2.5,"F",4,"Pure"
"269","3N1CN7APXGL916848",625,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","GRAY","Front",81563,10337,0,1.6,"F",4,"Minimum"
"270","5N1AT2MV0GC820144",5200,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","BLACK","Front",42225,15989,11484,2.5,"All",4,"Pure"
"271","4T1BK1FK1GU571688",4750,2016,"TOYOTA","CAMRY","Camry XSE","SEDAN 4D","GRAY","Front",27479,22000,20000,3.5,"F",6,"Minimum"
"272","2T1BURHE1GC585401",2500,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLACK","Rear",75193,17205,17205,1.8,"F",4,"Pure"
"273","1N4AA6AP7GC416464",6200,2016,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","WHITE","Front",46195,17523,0,3.5,"F",6,"Pure"
"274","3N1AB7AP9GL674537",2950,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","BLACK","Rear",91472,10349,9403,1.8,"F",4,"Minimum"
"275","2T1BURHE4GC554434",4600,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","WHITE","Front",51600,15100,13700,1.8,"F",4,"Pure"
"276","3N1AB7AP5GY218134",1000,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","BLACK","Front",79435,9981,12033,1.8,"F",4,"Minimum"
"277","3CZRU5H52GM741258",4800,2016,"HONDA","HR-V EX","HR-V EX","4DR SPOR","WHITE","Front",35685,17695,11311,1.8,"F",4,"Pure"
"278","1N4AL3AP8GC177550",5000,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","WHITE","Front",88387,12797,11914,2.5,"F",4,"Minimum"
"279","1N4AA6AP7GC406825",4950,2016,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","WHITE","Rear",51055,18432,15411,3.5,"F",6,"Pure"
"280","JTMZFREV9GD087401",5900,2016,"TOYOTA","RAV4 LE","RAV4 LE","4DR SPOR","GRAY","Front",73158,14921,8221,2.5,"F",4,"Pure"
"281","5YFBURHE8GP434295",2750,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLACK","Front",42665,13742,8417,1.8,"F",4,"Minimum"
"282","2T1BURHE3GC602103",5600,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","WHITE","Front",50889,15165,12236,1.8,"F",4,"Minimum"
"283","4T1BF1FK9GU117712",6500,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","WHITE","Front",127189,9477,8363,2.5,"F",4,"Minimum"
"284","JTMRFREV4GJ103828",7900,2016,"TOYOTA","RAV4 XLE","RAV4 XLE","4DR SPOR","ORANGE","Front",20954,21606,21606,2.5,"All",4,"Minimum"
"285","JN8AF5MV4GT658777",2900,2016,"NISSAN","JUKE S","JUKE S","4DR SPOR","BLACK","Front",47473,14750,0,1.6,"All",4,"Minimum"
"286","4T1BF1FK8GU242202",6300,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLACK","Side",34773,12569,10680,2.5,"F",4,"Pure"
"287","1HGCR2F57GA117842",3550,2016,"HONDA","ACCORD SPO","ACCORD SPO","SEDAN 4D","GRAY","Rear",60103,16050,14586,2.4,"F",4,"Approval"
"288","19UUB1F32GA015673",4150,2016,"ACURA","TLX","TLX","SEDAN 4D","WHITE","Front",42782,17033,13890,2.4,"F",4,"Minimum"
"289","2T1BURHE9GC641424",3500,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLUE","Rear",21530,12079,9314,1.8,"F",4,"Pure"
"290","4T1BK1EB4GU219724",9400,2016,"TOYOTA","AVALON","AVALON XLE","SEDAN 4D","BLACK","Front",28311,22373,14142,3.5,"F",6,"Minimum"
"291","JTHBK1GG4G2234893",13800,2016,"LEXUS","ES350","ES 350","SEDAN 4D","BLUE","Front",15579,24860,23840,3.5,"F",6,"Pure"
"292","5TDYK3DC3GS733198",7900,2016,"TOYOTA","SIENNA XLE","SIENNA XLE","SPORTS V","SILVER","Front",24601,24800,0,3.5,"F",6,"Minimum"
"293","3N1CN7AP0GL861908",1800,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","RED","Front",36110,9095,8184,1.6,"F",4,"Pure"
"294","19UDE2F86GA016365",1950,2016,"ACURA","ILX","ILX PREMIU","SEDAN 4D","WHITE","Front",95098,13691,10777,2.4,"F",4,"Pure"
"295","2HKRM3H59GH518490",6800,2016,"HONDA","CR-V EX","CR-V EX","4DR SPOR","BURGUNDY","Rear",45664,17758,12277,2.4,"F",4,"Pure"
"296","5N1AT2MT2GC829331",2100,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","BLACK","Side",34773,15958,9031,2.5,"F",4,"Minimum"
"297","WDC0G4JB5GF109266",13500,2016,"MERCEDES-BENZ","GLC 300","GLC 300","4DR SPOR","SILVER","Front",27507,28740,26460,2,"R",4,"Pure"
"298","KNMAT2MV7GP732916",4600,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","GRAY","Rear",51882,14953,11290,2.5,"All",4,"Pure"
"299","2HGFC4B06GH314149",3750,2016,"HONDA","CIVIC LX","CIVIC LX","COUPE","RED","Rear",29857,14562,0,2,"F",4,"Minimum"
"300","WBA8E9C52GK645034",5900,2016,"BMW","3 SERIES","328 I SULE","SEDAN 4D","WHITE","Rear",66901,19617,0,2,"R",4,"Minimum"
"301","JTJBARBZXG2063754",9200,2016,"LEXUS","NX 200T","NX 200T","4DR SPOR","GRAY","Front",48002,28489,0,2,"All",4,"Minimum"
"302","WBAKN9C53GD962363",12500,2016,"BMW","550 I","550 I","SEDAN 4D","CHARCOAL","Front",18761,39008,35491,4.4,"R",8,"Pure"
"303","4T4BF1FK8GR576915",2800,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","WHITE","Rear",45499,15352,25998,2.5,"F",4,"Minimum"
"304","5FNYF5H53GB027641",10200,2016,"HONDA","PILOT EXL","PILOT EXL","4DR SPOR","GRAY","Front",30404,27188,27188,3.5,"F",6,"Pure"
"305","5FNRL5H6XGB011667",4600,2016,"HONDA","ODYSSEY EX","ODYSSEY EX","SPORTS V","CHARCOAL","Rear",33179,26656,9335,3.5,"F",6,"Pure"
"306","19XFC2F78GE055427",3600,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","CHARCOAL","Front",20032,17384,14492,2,"F",4,"Pure"
"307","2T1BURHE1GC630031",3600,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLACK","Rear",47370,12130,0,1.8,"F",4,"Minimum"
"308","5N1AT2MV5GC830782",4200,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","BLACK","Front",38736,18000,0,2.5,"All",4,"Pure"
"309","1N4AL3AP3GC256995",3200,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","RED","Side",34793,13789,0,2.5,"F",4,"Minimum"
"310","2HKRM4H5XGH635257",6100,2016,"HONDA","CR-V EX","CR-V EX","4DR SPOR","GRAY","Front",44417,19276,0,2.4,"All",4,"Minimum"
"311","1HGCR2F78GA006136",5500,2016,"HONDA","ACCORD EX","ACCORD EX","SEDAN 4D","GRAY","Front",71950,14254,0,2.4,"F",4,"Minimum"
"312","2HGFC2F76GH500608",3300,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",62076,11252,10405,2,"F",4,"Approval"
"313","2T1BURHEXGC558844",2850,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLUE","Side",28218,14698,10437,1.8,"F",4,"Pure"
"314","JN8AF5MR1GT603688",3450,2016,"NISSAN","JUKE S","JUKE S","4DR SPOR","WHITE","Front",45711,15809,13455,1.6,"F",4,"Minimum"
"315","2T1BURHE5GC716555",4550,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLUE","Rear",36364,12887,9280,1.8,"F",4,"Pure"
"316","4T1BF1FK2GU135291",3600,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLACK","Rear",63612,14523,16883,2.5,"F",4,"Minimum"
"317","1N4AL3AP6GC166661",3350,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLUE","Rear",25594,15303,11158,2.5,"F",4,"Pure"
"318","5YFBURHE4GP442541",3600,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","GRAY","Front",73137,12650,0,1.8,"F",4,"Minimum"
"319","2HKRM3H70GH519190",8600,2016,"HONDA","CR-V EXL","CR-V EXL","4DR SPOR","SILVER","Front",7000,23022,16665,2.4,"F",4,"Pure"
"320","4T1BF1FK9GU198565",5500,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","SILVER","Front",23814,16469,19953,2.5,"F",4,"Pure"
"321","3N1AB7AP7GY262359",1800,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","BLUE","Front",51949,11345,10775,1.8,"F",4,"Pure"
"322","2T1BURHE8GC717585",2700,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","SILVER","Front",71161,11448,0,1.8,"F",4,"Approval"
"323","1N4AL3AP6GC143414",3350,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Front",72647,12751,0,2.5,"F",4,"Pure"
"324","3N1AB7AP2GY278646",1000,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","GRAY","Front",47148,12008,0,1.8,"F",4,"Minimum"
"325","3N1CN7AP4GL819631",2100,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","RED","Front",56045,8519,5314,1.6,"F",4,"Minimum"
