VIN,Price,Year,Make,Model Group,Model Detail,Body Style,Color,Damage Description,Odometer,Est. Retail Value,Repair cost,Engine,Drive,Cylinders,Sale Status
19XFB2F54EE252111,2550,2014,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,WHITE,Front,139267,7685,13332,1.8,F,4,Pure
JF1ZNAA14E8704917,4200,2014,TOYOTA,SCION,SCION FR-S,COUPE,GRAY,Rear,52161,15392,0,2.0,R,4,Minimum
WBA3C1C57EK110876,4600,2014,BMW,3 SERIES,328 I SULE,SEDAN 4D,WHITE,Front,168367,13050,8723,2.0,R,4,Minimum
WBA3C1C5XEK105722,4350,2014,BMW,3 SERIES,328 I SULE,SEDAN 4D,BROWN,Front,50424,17827,13761,2.0,R,4,Minimum
JTEBU5JR0E5151370,9000,2014,TOYOTA,4RUNNER SR,4RUNNER SR,4DR SPOR,BLACK,Rear,133912,22676,22676,4.0,4x4,6,Pure
2T3DFREV2EW205086,8800,2014,TOYOTA,RAV4 LIMIT,RAV4 LIMIT,4DR SPOR,SILVER,Side,51724,20280,13522,2.5,All,4,Minimum
5YFBURHE9EP157234,3100,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,GRAY,Front,93039,9814,9684,1.8,F,4,Minimum
WBA5A7C50ED613378,7600,2014,BMW,528 XI,528 XI,SEDAN 4D,BLACK,Front,77395,19722,14263,2.0,All,4,Minimum
WDDKJ5KB0EF271071,9200,2014,MERCEDES-BENZ,E 350,E 350,COUPE,SILVER,Front,54300,27816,10527,3.5,R,6,Minimum
4JGDA7EB7EA280742,16100,2014,MERCEDES-BENZ,ML 63 AMG,ML 63 AMG,4DR SPOR,BLACK,Side,55570,45847,43349,5.5,All,8,Minimum
WBA3N7C58EF719206,5900,2014,BMW,428 I,428 I,COUPE,GRAY,Front,56922,25051,10041,2.0,R,4,Minimum
1HGCR2F59EA176954,4700,2014,HONDA,ACCORD SPO,ACCORD SPO,SEDAN 4D,BLACK,Rear,76709,14488,0,2.4,F,4,Minimum
WDDSJ4EB2EN149310,10400,2014,MERCEDES-BENZ,C CLASS,CLA 250,SEDAN 4D,BLACK,Front,42863,26889,0,2.0,F,4,Minimum
WDDSJ4EB7EN133538,5800,2014,MERCEDES-BENZ,C CLASS,CLA 250,SEDAN 4D,WHITE,Front,55906,18389,15738,2.0,F,4,Minimum
JTHCF1D20E5009478,8200,2014,LEXUS,IS 250,IS 250,SEDAN 4D,BLACK,Front,71687,20782,6455,2.5,All,6,Minimum
WAUGFAFC8EN051712,9000,2014,AUDI,A6,A6 PREMIUM,SEDAN 4D,WHITE,Front,69896,31455,0,2.0,All,4,Minimum
WDDLJ7DB7EA107505,15100,2014,MERCEDES-BENZ,AMG,CLS 550,SEDAN 4D,WHITE,Front,36418,33209,0,4.6,R,8,Minimum
JTHBF1D24E5024402,8900,2014,LEXUS,IS 250,IS 250,SEDAN 4D,BLACK,Front,56920,24404,11201,2.5,R,6,Minimum
JN1AZ4EH9EM630800,4750,2014,NISSAN,370Z,370Z BASE,COUPE,GRAY,Front,85642,20467,29161,3.7,R,6,Minimum
4T4BF1FK0ER370162,3500,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,BLUE,Front,106768,8692,7236,2.5,F,4,Minimum
5YFBURHE1EP166185,2650,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Front,73552,9476,17881,1.8,F,4,Pure
WDDLJ7DB1EA109041,11300,2014,MERCEDES-BENZ,AMG,CLS 550,SEDAN 4D,SILVER,Front,53251,28170,21803,4.6,R,8,Pure
4T1BF1FK6EU794360,3900,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,RED,Rear,159125,8186,7009,2.5,F,4,Pure
4T1BF1FK7EU733910,3900,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,WHITE,Front,105207,8889,8207,2.5,F,4,Pure
4T1BK1EBXEU112951,5200,2014,TOYOTA,AVALON,AVALON BAS,SEDAN 4D,BURGUNDY,Front,78728,13307,13233,3.5,F,6,Minimum
2HGFG3B81EH517645,1450,2014,HONDA,CIVIC,CIVIC EX,COUPE,CHARCOAL,Front,83281,10160,7415,1.8,F,4,Pure
WDDSJ4EB5EN154484,7300,2014,MERCEDES-BENZ,C CLASS,CLA 250,SEDAN 4D,RED,Mechanical,78950,14860,11996,2.0,F,4,Minimum
1VWAS7A34EC119902,2200,2014,VOLKSWAGEN,PASSAT,PASSAT S,SEDAN 4D,WHITE,Rear,88925,7031,6531,1.8,F,4,Minimum
4T1BF1FK9EU730362,2350,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,RED,Front,86690,10795,11198,2.5,F,4,Minimum
5UXWX9C57E0D23617,5700,2014,BMW,X3,X3 XDRIVE2,4DR SPOR,SILVER,Side,86525,15676,15477,2.0,All,4,Minimum
1N4AL3AP2EN364610,2450,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,WHITE,Rear,82569,10261,6557,2.5,F,4,Minimum
1N4AL3AP4EN221125,2750,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Rear,56618,10624,9301,2.5,F,4,Pure
5YFBURHEXEP018147,4700,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Rear,61723,11476,8070,1.8,F,4,Pure
3N1CN7AP0EL839159,1850,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,SILVER,Side,127788,4735,5374,1.6,F,4,Pure
WBA3B1G53ENN90605,4200,2014,BMW,3 SERIES,320 I,SEDAN 4D,BLACK,Front,43381,15281,11486,2.0,R,4,Minimum
JM1BM1V37E1187485,2400,2014,MAZDA,3,3 TOURING,SEDAN 4D,BLUE,Front,98300,9979,5623,2.5,F,4,Minimum
WBA3A5C5XEJ464071,4750,2014,BMW,328 I,328 I,SEDAN 4D,BLACK,Front,29492,16106,13324,2.0,R,4,Pure
JN8AS5MT9EW606874,1600,2014,NISSAN,ROGUE SELE,ROGUE SELE,4DR SPOR,BLUE,Front,66836,11823,8833,2.5,F,4,Minimum
JTHBK1GG0E2119639,9600,2014,LEXUS,ES350,ES 350,SEDAN 4D,BLACK,Rear,53240,18488,9291,3.5,F,6,Minimum
3N1CN7APXEL803947,1400,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,GRAY,Front,129925,6648,4936,1.6,F,4,Minimum
JTMZFREV6EJ022309,6300,2014,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,WHITE,Front,72475,13700,12184,2.5,F,4,Pure
3N1CN7AP5EL862744,2150,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,BLACK,Rear,31407,7035,4530,1.6,F,4,Pure
3N1AB7AP0EY336816,2800,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,SILVER,Side,48651,9192,0,1.8,F,4,Pure
5UXWX9C56E0D20496,3900,2014,BMW,X3,X3 XDRIVE2,4DR SPOR,BLACK,Front,72663,17375,13970,2.0,All,4,Pure
JTMWFREVXED032679,4850,2014,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,BLUE,Front,116308,12486,9580,2.5,F,4,Minimum
JM1BM1U70E1148810,2850,2014,MAZDA,3,3 SPORT,SEDAN 4D,RED,Front,59793,9806,7645,2.0,F,4,Pure
3VW2K7AJ8EM329811,2150,2014,VOLKSWAGEN,JETTA,JETTA BASE,SEDAN 4D,TAN,Front,61217,8314,6292,2.0,F,4,Minimum
5YFBURHE6EP031414,4250,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Front,121654,8013,6169,1.8,F,4,Minimum
5N1AR2MM8EC719419,5300,2014,NISSAN,PATHFINDER,PATHFINDER,4DR SPOR,WHITE,Rear,98133,15164,0,3.5,4x4,6,Pure
1N4AA5AP6EC490806,1700,2014,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,GRAY,Front,97417,11116,6273,3.5,F,6,Minimum
JTEZU5JR7E5067707,9400,2014,TOYOTA,4RUNNER SR,4RUNNER SR,4DR SPOR,WHITE,Front,80207,24884,24457,4.0,R,6,Pure
5UXKR0C56E0C26302,15100,2014,BMW,X5 XDRIVE3,X5 XDRIVE3,4DR SPOR,BLACK,Minor,101677,22142,22142,3.0,All,6,Pure
WDDGF4HB6ER304954,4800,2014,MERCEDES-BENZ,C 250,C 250,SEDAN 4D,WHITE,Front,93570,11138,11155,1.8,R,4,Minimum
4T1BF1FK3EU811647,5200,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,GRAY,Front,94011,10297,9434,2.5,F,4,Pure
WBA5A7C54ED612217,8200,2014,BMW,528 XI,528 XI,SEDAN 4D,WHITE,Front,52278,19825,0,2.0,All,4,Minimum
JM3KE2CY8E0309270,3750,2014,MAZDA,CX-5 TOURI,CX-5 TOURI,4DR SPOR,BLACK,Front,99823,10694,10776,2.5,F,4,Minimum
5J6RM3H31EL012458,4050,2014,HONDA,CR-V LX,CR-V LX,4DR SPOR,WHITE,Front,61948,13486,9047,2.4,F,4,Pure
5J8TB3H36EL012572,6400,2014,ACURA,RDX,RDX,4DR SPOR,BURGUNDY,Rear,57160,18885,9325,3.5,F,6,Minimum
3N1CN7AP5EL876238,1950,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,BLACK,Rear,53771,6431,6421,1.6,F,4,Pure
JN8AF5MR9ET450247,2050,2014,NISSAN,JUKE S,JUKE S,4DR SPOR,CHARCOAL,ROLLOVER,49872,11097,13843,1.6,F,4,Pure
19XFB2F82EE073303,2950,2014,HONDA,CIVIC,CIVIC EX,SEDAN 4D,CHARCOAL,Front,113955,9197,9485,1.8,F,4,Minimum
WAUGFAFC4EN042523,3150,2014,AUDI,A6,A6 PREMIUM,SEDAN 4D,GRAY,Front,121708,12899,11836,2.0,All,4,Pure
2HKRM3H33EH550671,4500,2014,HONDA,CR-V LX,CR-V LX,4DR SPOR,SILVER,Rear,66499,14163,690,2.4,F,4,Minimum
1N4AL3AP2EC268147,1500,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Front,161076,5535,0,2.5,F,4,Pure
1HGCR2F51EA088951,4550,2014,HONDA,ACCORD SPO,ACCORD SPO,SEDAN 4D,GRAY,Front,133585,12343,7220,2.4,F,4,Pure
1N4AL3AP8EN351957,1550,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Front,80667,9963,10246,2.5,F,4,Minimum
3VW5P7AT4EM803138,3650,2014,VOLKSWAGEN,BEETLE,BEETLE,CONVERTI,YELLOW,Front,12770,14263,12469,2.5,F,5,Pure
1HGCR2F30EA195679,4300,2014,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,WHITE,Front,68816,13196,11018,2.4,F,4,Pure
WDDUG8CB3EA008769,30500,2014,MERCEDES-BENZ,S CLASS,S 550,SEDAN 4D,SILVER,Side,39017,47711,23065,4.6,R,8,Minimum
3N1AB7AP9EY228176,2800,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,SILVER,Front,81595,8920,11535,1.8,F,4,Pure
1N4AL3AP4EC154747,3650,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Rear,41097,13518,0,2.5,F,4,Pure
2T2ZK1BA2EC145272,14900,2014,LEXUS,RX 350,RX 350,4DR SPOR,CHARCOAL,Wear,38080,25033,25033,3.5,F,6,Minimum
5FRYD4H83EB023319,8900,2014,ACURA,MDX ADVANC,MDX ADVANC,4DR SPOR,WHITE,Side,52019,32383,18983,3.5,All,6,Pure
JN8AS5MV3EW706387,2000,2014,NISSAN,ROGUE SELE,ROGUE SELE,4DR SPOR,PURPLE,Front,101059,9999,0,2.5,All,4,Minimum
3N1CN7APXEK460594,1400,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,BLACK,Front,64942,7867,5838,1.6,F,4,Pure
5J6RM3H59EL024519,6600,2014,HONDA,CR-V EX,CR-V EX,4DR SPOR,BLUE,Side,70816,14041,9940,2.4,F,4,Minimum
4T1BF1FK2EU428041,3500,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,GRAY,Front,65413,12705,11110,2.5,F,4,Minimum
WBA3B1G53ENT00007,4650,2014,BMW,3 SERIES,320 I,SEDAN 4D,BLACK,Front,98233,10333,0,2.0,R,4,Pure
5N1AT2MV5EC825661,3800,2014,NISSAN,ROGUE S,ROGUE S,4DR SPOR,WHITE,Front,92217,13105,10002,2.5,All,4,Minimum
JH4KC1F57EC003474,1100,2014,ACURA,RLX,RLX TECH,SEDAN 4D,BLACK,Rear,78794,18993,15811,3.5,F,6,Minimum
4T1BF1FK0EU391300,2950,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,GRAY,Front,60269,12953,12975,2.5,F,4,Minimum
4T1BF1FK4EU429742,4100,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,BLACK,Front,56004,15313,10848,2.5,F,4,Minimum
2T1BURHE1EC124826,4550,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Rear,72163,9969,6654,1.8,F,4,Pure
1HGCR2F37EA093229,3850,2014,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,SILVER,Front,38380,13315,11387,2.4,F,4,Pure
2T3RFREVXEW127615,5800,2014,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,GRAY,Rear,71812,15999,10735,2.5,All,4,Minimum
3CZRM3H58EG703128,4450,2014,HONDA,CR-V EX,CR-V EX,4DR SPOR,BLUE,Front,86246,13528,13528,2.4,F,4,Pure
1N4AL3APXEN217029,2400,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,RED,Side,161008,8499,7874,2.5,F,4,Pure
1N4AL3AP4EC152092,2200,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Front,121239,7836,7836,2.5,F,4,Minimum
1HGCR2F34EA204903,3950,2014,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,WHITE,Front,105286,11500,11500,2.4,F,4,Pure
1N4AL3AP2EC263594,3150,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,RED,Rear,93946,7973,7291,2.5,F,4,Pure
3N1AB7AP5EL682373,2200,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLACK,Front,90482,8077,5320,1.8,F,4,Pure
3N1AB7AP9EY304897,1800,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLACK,Rear,83430,6536,10025,1.8,F,4,Pure
1N4AL3APXEC109697,750,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Front,106163,9344,8259,2.5,F,4,Minimum
1VWAP7A32EC002580,1700,2014,VOLKSWAGEN,PASSAT,PASSAT S,SEDAN 4D,BLUE,Front,118171,5733,5075,2.5,F,5,Approval
1N4AL3AP3EN257405,2150,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Front,80625,8513,6293,2.5,F,4,Pure
1N4AA5AP2EC484985,3200,2014,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,BLACK,Front,85859,14925,12721,3.5,F,6,Minimum
1N4AL3AP2EC152933,1300,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,SILVER,Rear,167462,5314,6590,2.5,F,4,Minimum
19UUA9F22EA002119,3250,2014,ACURA,TL,TL,SEDAN 4D,GRAY,Front,77915,16035,10147,3.7,All,6,Minimum
JH4KC1F31EC004022,3050,2014,ACURA,RLX,RLX,SEDAN 4D,BLACK,Front,21460,18533,22184,3.5,F,6,Minimum
1HGCR2F7XEA159162,3700,2014,HONDA,ACCORD EX,ACCORD EX,SEDAN 4D,GRAY,Rear,32890,14619,10968,2.4,F,4,Minimum
5J6RM4H30EL075475,4300,2014,HONDA,CR-V LX,CR-V LX,4DR SPOR,BLACK,Front,81828,13090,10294,2.4,All,4,Pure
2T1BURHEXEC220132,4250,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Front,113172,10435,8276,1.8,F,4,Pure
5N1AA0NC2EN608046,6900,2014,NISSAN,ARMADA SV,ARMADA SV,4DR SPOR,WHITE,Front,61507,27805,0,5.6,4x4,8,Minimum
2HKRM4H3XEH681506,4300,2014,HONDA,CR-V LX,CR-V LX,4DR SPOR,BROWN,Rear,76811,15229,12657,2.4,All,4,Minimum
2HKRM4H76EH690075,8200,2014,HONDA,CR-V EXL,CR-V EXL,4DR SPOR,SILVER,Rear,32074,16614,13126,2.4,All,4,Minimum
5FNRL5H64EB008504,4600,2014,HONDA,ODYSSEY EX,ODYSSEY EX,SPORTS V,CHARCOAL,Rear,105189,18233,19503,3.5,F,6,Minimum
1HGCR2F32EA206942,0,2014,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,WHITE,Front,47008,13350,21523,2.4,F,4,Minimum
1N4AL3AP6EC179827,2450,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,WHITE,Rear,91724,9162,6242,2.5,F,4,Minimum
5FNYF4H94EB020384,2900,2014,HONDA,PILOT TOUR,PILOT TOUR,4DR SPOR,GRAY,Rear,183768,14944,17005,3.5,All,6,Minimum
2HGFB2F54EH519821,1400,2014,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,BROWN,Front,52748,10720,10322,1.8,F,4,Pure
3N1AB7AP0EY278609,1800,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLACK,Front,65982,8013,0,1.8,F,4,Minimum
JN8AE2KP7E9107114,5500,2014,NISSAN,QUEST S,QUEST S,SPORTS V,GRAY,Rear,49056,13054,11948,3.5,F,6,Pure
4JGDA5HBXEA272070,8700,2014,MERCEDES-BENZ,ML 350 4MA,ML 350 4MA,4DR SPOR,BROWN,Front,67887,22828,18309,3.5,All,6,Minimum
1N4AL3APXEN334867,1900,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,WHITE,Front,88361,8527,3475,2.5,F,4,Pure
3N1CN7AP6EL825444,900,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,GRAY,Front,110672,5950,5280,1.6,F,4,Minimum
3N1AB7AP3EL640428,1900,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,GRAY,Rear,115817,11500,0,1.8,F,4,Approval
1HGCR2F36EA299125,0,2014,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,SILVER,Front,50782,11101,8189,2.4,F,4,Approval
1N4AA5AP6EC451102,0,2014,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,WHITE,Front,91718,11168,7454,3.5,F,6,Pure
WBA3B5G5XENS07718,4600,2014,BMW,3 SERIES,328 XI SUL,SEDAN 4D,WHITE,Front,54510,13504,0,2.0,All,4,Minimum
4T1BF1FK2EU301371,3600,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,BLACK,Front,98215,11360,0,2.5,F,4,Pure
WVWBW8AH0EV001444,1750,2014,VOLKSWAGEN,EOS,EOS KOMFOR,CONVERTI,SILVER,Front,101832,10612,7629,2.0,F,4,Minimum
5FRYD3H29EB006546,7500,2014,ACURA,MDX,MDX,4DR SPOR,BLACK,Rear,105755,16331,15339,3.5,F,6,Pure
1N4AL3AP5EN371874,1550,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Front,61832,8841,6646,2.5,F,4,Pure
2HKRM4H3XEH685359,5200,2014,HONDA,CR-V LX,CR-V LX,4DR SPOR,SILVER,Rear,107854,9729,9418,2.4,All,4,Pure
1HGCR3F87EA026079,3500,2014,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,BLACK,Side,74891,13368,14772,3.5,F,6,Pure
2HKRM4H3XEH664110,5100,2014,HONDA,CR-V LX,CR-V LX,4DR SPOR,BLUE,Side,72440,14045,9208,2.4,All,4,Pure
1N4AL3AP8EN360464,1100,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Front,75560,8263,6558,2.5,F,4,Minimum
3N1AB7AP9EY296056,1150,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLUE,Front,51121,7935,9390,1.8,F,4,Pure
1HGCR2F32EA160643,2650,2014,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,SILVER,Rear,63436,12310,0,2.4,F,4,Pure
1HGCT1B85EA014282,3100,2014,HONDA,ACCORD EXL,ACCORD EXL,COUPE,WHITE,Front,57786,13214,4946,2.4,F,4,Pure
5J8TB3H5XEL003486,3600,2014,ACURA,RDX TECHNO,RDX TECHNO,4DR SPOR,MAROON,Rear,69017,17839,12775,3.5,F,6,Pure
4T4BF1FK7ER383586,3100,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,BLUE,Front,96114,9927,6477,2.5,F,4,Pure
1HGCR2F33EA126405,1450,2014,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,WHITE,Front,45160,12396,12608,2.4,F,4,Pure
3VW2K7AJ8EM404846,1300,2014,VOLKSWAGEN,JETTA,JETTA BASE,SEDAN 4D,GRAY,Side,38462,8933,7424,2.0,F,4,Minimum
3VWD07AJ9EM439751,2700,2014,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,GRAY,Front,58772,9990,7024,1.8,F,4,Minimum
WDDLJ7DB0EA112495,10400,2014,MERCEDES-BENZ,AMG,CLS 550,SEDAN 4D,BLACK,Front,59355,29750,25173,4.6,R,8,Minimum
19XFB2F57EE062271,2200,2014,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,GRAY,Rear,50690,10692,9401,1.8,F,4,Minimum
5J6RM3H33EL004331,4600,2014,HONDA,CR-V LX,CR-V LX,4DR SPOR,WHITE,Rear,44343,13638,19342,2.4,F,4,Pure
1N4AL3AP3EN253726,1300,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,SILVER,Rear,117020,6793,7413,2.5,F,4,Minimum
4T3ZK3BB5EU064829,4850,2014,TOYOTA,VENZA LE,VENZA LE,4DR SPOR,SILVER,Rear,48051,16439,12838,3.5,F,6,Minimum
5YFBURHEXEP148283,3250,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Front,95502,10741,15035,1.8,F,4,Minimum
19XFB2F54EE022214,1800,2014,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,GRAY,Front,65695,11389,11095,1.8,F,4,Minimum
4T4BF1FK6ER363006,2750,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,GREEN,Front,39898,13098,13820,2.5,F,4,Minimum
1N4AL3AP5EN385192,2550,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Rear,88990,9701,6958,2.5,F,4,Pure
3N1CN7AP9EL837717,1850,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,BROWN,Side,17476,8976,8001,1.6,F,4,Minimum
JTHBK1GG1E2128317,13200,2014,LEXUS,ES350,ES 350,SEDAN 4D,WHITE,Front,97244,22552,14743,3.5,F,6,Minimum
5YFBURHE6EP135708,3850,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Front,123967,8411,8823,1.8,F,4,Pure
3N1AB7AP2EY315353,2200,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLUE,Side,24100,10742,14081,1.8,F,4,Minimum
JTHBK1GG2E2101997,6200,2014,LEXUS,ES350,ES 350,SEDAN 4D,BLUE,Side,40556,22708,19567,3.5,F,6,Minimum
2HGFG3B5XEH509095,2900,2014,HONDA,CIVIC LX,CIVIC LX,COUPE,BLACK,Front,65805,10458,8116,1.8,F,4,Minimum
2T1BURHE1EC225610,4150,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Front,62978,10083,5498,1.8,F,4,Minimum
4T4BF1FK4ER403244,4750,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,BLACK,Rear,50940,12892,7489,2.5,F,4,Minimum
3VWD07AJ2EM238029,2650,2014,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,GRAY,Front,50294,5454,4294,1.8,F,4,Pure
2HGFB2F59EH544150,1400,2014,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,BROWN,Front,96267,8476,8476,1.8,F,4,Pure
WDDGF8AB8ER321076,4150,2014,MERCEDES-BENZ,C CLASS,C 300 4MAT,SEDAN 4D,RED,Front,83537,14323,12078,3.5,All,6,Approval
3VWD17AJXEM392162,1300,2014,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,BLACK,Front,61807,11273,10102,1.8,F,4,Minimum
3VWD17AJ5EM238118,1150,2014,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,BLUE,Front,76599,7829,0,1.8,F,4,Pure
1N4AA5APXEC907537,2000,2014,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,SILVER,Front,72980,14069,15381,3.5,F,6,Pure
2HKRM3H75EH545300,5600,2014,HONDA,CR-V EXL,CR-V EXL,4DR SPOR,BROWN,Side,83554,16000,14000,2.4,F,4,Pure
WBA5A5C52ED507745,7200,2014,BMW,5 SERIES,528 I,SEDAN 4D,GOLD,Rear,53342,20085,13074,2.0,R,4,Pure
4T1BF1FK8EU316196,4650,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,BLACK,Front,79730,10382,12626,2.5,F,4,Pure
WDDHF5KB7EA778591,9800,2014,MERCEDES-BENZ,E 350,E 350,SEDAN 4D,BLACK,Side,16227,23564,20443,3.5,R,6,Approval
2T1BURHE5EC155528,3450,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Front,38333,14517,14517,1.8,F,4,Pure
1VWAP7A38EC008173,1800,2014,VOLKSWAGEN,PASSAT,PASSAT S,SEDAN 4D,WHITE,Front,185242,5072,4886,2.5,F,5,Minimum
3N1AB7AP2EL638444,1950,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,GRAY,Side,160170,7938,0,1.8,F,4,Minimum
3N1AB7AP7EY334335,1800,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,SILVER,Rear,108685,9527,0,1.8,F,4,Minimum
3VWD17AJ2EM241333,2150,2014,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,WHITE,Rear,77700,11697,0,1.8,F,4,Minimum
JM3KE2CY2E0330325,4150,2014,MAZDA,CX-5 TOURI,CX-5 TOURI,4DR SPOR,BLUE,Front,56072,13840,8942,2.5,F,4,Pure
WDDGF8AB3EG230700,3550,2014,MERCEDES-BENZ,C CLASS,C 300 4MAT,SEDAN 4D,GRAY,Front,46267,16789,13942,3.5,All,6,Pure
1VWAT7A3XEC076261,1600,2014,VOLKSWAGEN,PASSAT,PASSAT S,SEDAN 4D,SILVER,Side,106998,7633,9400,1.8,F,4,Minimum
1HGCR3F87EA020945,5700,2014,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,GRAY,Side,76311,13711,0,3.5,F,6,Pure
5J6RM4H77EL045506,7200,2014,HONDA,CR-V EXL,CR-V EXL,4DR SPOR,WHITE,Rear,55215,19367,13725,2.4,All,4,Pure
3N1AB7AP8EY327832,2550,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,GRAY,Front,55471,9784,8377,1.8,F,4,Minimum
1HGCR3F8XEA006828,3600,2014,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,GRAY,Front,46489,15888,12780,3.5,F,6,Pure
JTMBFREV6ED076368,5900,2014,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,RED,Rear,86583,13812,8134,2.5,All,4,Pure
1N4AL3AP4EN216037,2550,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Rear,128286,5966,4883,2.5,F,4,Pure
JN8AS5MT2EW604416,3150,2014,NISSAN,ROGUE SELE,ROGUE SELE,4DR SPOR,WHITE,Front,50291,10988,6720,2.5,F,4,Pure
