VIN,Price,Year,Make,Model Group,Model Detail,Body Style,Color,Damage Description,Odometer,Est. Retail Value,Repair cost,Engine,Drive,Cylinders,Sale Status
4JGDF7CE4EA306261,15300,2014,MERCEDES-BENZ,GL 450 4MA,GL 450 4MA,4DR SPOR,WHITE,Rear,88455,25715,0,4.6,All,8,Pure
JTLZE4FE2EJ049418,1550,2014,TOYOTA,SCION,SCION XB,4DR SPOR,SILVER,Rear,88102,9702,8462,2.4,F,4,Pure
1N4AL3AP1EN247326,2600,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,WHITE,Front,67668,9701,8987,2.5,F,4,Minimum
3N1AB7AP2EL616489,1500,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLACK,Side,69385,7955,13051,1.8,F,4,Pure
WDDSJ4EB2EN051250,8200,2014,MERCEDES-BENZ,C CLASS,CLA 250,SEDAN 4D,BLACK,Mechanical,62690,24645,14900,2.0,F,4,Minimum
JTLZE4FE7EJ062620,775,2014,TOYOTA,SCION,SCION XB,4DR SPOR,BLACK,Rear,64046,10895,8332,2.4,F,4,Pure
WBALY1C51EDZ73467,7800,2014,BMW,6 SERIES,640 XI,COUPE,WHITE,Minor,44367,34468,0,3.0,All,6,Minimum
1N4AL3AP3EN235517,1900,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,RED,Rear,129972,7043,8795,2.5,F,4,Minimum
JTHBF1D26E5035112,6100,2014,LEXUS,IS 250,IS 250,SEDAN 4D,BLACK,Side,32355,19146,13098,2.5,R,6,Pure
JF1ZNAA13E8703211,2600,2014,TOYOTA,SCION,SCION FR-S,COUPE,BLACK,Rear,82692,12193,0,2.0,R,4,Pure
JTMZFREV3ED042421,5400,2014,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,BROWN,Rear,71637,14210,10634,2.5,F,4,Pure
5N1AT2MV5EC781452,5100,2014,NISSAN,ROGUE S,ROGUE S,4DR SPOR,ORANGE,Front,74225,14927,8471,2.5,All,4,Approval
3VWD17AJ5EM265089,1700,2014,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,WHITE,Front,70424,8931,7158,1.8,F,4,Minimum
3N1AB7AP6EY269560,1950,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLUE,Front,42824,10991,11653,1.8,F,4,Minimum
4T1BF1FK7EU431422,6400,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,WHITE,Front,81327,12281,9090,2.5,F,4,Minimum
5YFBURHE5EP116860,2650,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,ALL OVER,57301,12397,0,1.8,F,4,Pure
4T1BK1FK1EU024059,5100,2014,TOYOTA,CAMRY,Camry SE,SEDAN 4D,SILVER,Rear,147176,10768,7500,3.5,F,6,Pure
3N1AB7AP6EY300628,1400,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,SILVER,Side,81394,10127,0,1.8,F,4,Pure
19XFB2F50EE232891,3600,2014,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,CHARCOAL,Rear,52329,11498,5995,1.8,F,4,Pure
5TDYKRFH6ES028937,6900,2014,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,BLACK,Side,119322,20116,0,3.5,F,6,Pure
JM1BM1V74E1159968,2350,2014,MAZDA,3,3 TOURING,SEDAN 4D,BLUE,Rear,44348,10457,6871,2.0,F,4,Approval
5FNRL5H95EB502932,6200,2014,HONDA,ODYSSEY TO,ODYSSEY TO,SPORTS V,WHITE,Front,48682,18197,13836,3.5,F,6,Minimum
5N1AT2MV5EC797764,6200,2014,NISSAN,ROGUE S,ROGUE S,4DR SPOR,BLACK,Front,65556,15699,11453,2.5,All,4,Pure
JM1BM1W70E1147928,2400,2014,MAZDA,3,3 GRAND TO,SEDAN 4D,BLUE,Front,95740,9370,6976,2.0,F,4,Pure
3N1CN7AP7EL838901,1750,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,SILVER,Rear,41674,7774,5466,1.6,F,4,Pure
5TDYK3DC4ES461855,6900,2014,TOYOTA,SIENNA XLE,SIENNA XLE,SPORTS V,BLUE,Rear,70210,18547,14017,3.5,F,6,Pure
2T1BURHE4EC124366,4550,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Rear,92001,5785,4676,1.8,F,4,Pure
JN8AS5MT1EW603032,3750,2014,NISSAN,ROGUE SELE,ROGUE SELE,4DR SPOR,BURGUNDY,Side,25446,12556,0,2.5,F,4,Pure
1N4AL3APXEC197845,3350,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Front,83478,9240,0,2.5,F,4,Minimum
2HGFG3B50EH508098,2900,2014,HONDA,CIVIC LX,CIVIC LX,COUPE,GRAY,Side,69725,8996,0,1.8,F,4,Pure
1N4AL3AP0EN331430,1750,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,WHITE,Front,97231,8399,0,2.5,F,4,Pure
4T1BF1FK1EU818760,4550,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,SILVER,Side,49982,14695,12828,2.5,F,4,Pure
5FNRL5H42EB003011,4200,2014,HONDA,ODYSSEY EX,ODYSSEY EX,SPORTS V,RED,Front,54037,16769,15891,3.5,F,6,Minimum
2T2BK1BA1EC247082,6700,2014,LEXUS,RX 350,RX 350,4DR SPOR,WHITE,Front,79626,22403,18637,3.5,All,6,Pure
1N4AL3AP9EN223890,1200,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Front,101546,7548,2628,2.5,F,4,Pure
3N1AB7AP6EY336142,1900,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,SILVER,Front,69564,7244,0,1.8,F,4,Pure
JN8AZ1MW7EW503161,4000,2014,NISSAN,MURANO S,MURANO S,4DR SPOR,WHITE,Front,44837,20197,14854,3.5,All,6,Minimum
1N4AL3AP3EC410991,2850,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BROWN,Side,53948,12628,9024,2.5,F,4,Pure
2HGFB2F83EH529296,4400,2014,HONDA,CIVIC,CIVIC EX,SEDAN 4D,BLUE,Front,63453,11785,0,1.8,F,4,Pure
4T1BF1FK1EU870017,4300,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,RED,Rear,36844,14758,12488,2.5,F,4,Pure
5YFBURHE4EP043805,2600,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Rear,98254,10877,0,1.8,F,4,Pure
3N1CN7AP5EL837777,1650,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,GRAY,Front,99199,6348,7443,1.6,F,4,Pure
3N1AB7AP2EL658600,975,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,SILVER,Rear,102577,6842,9052,1.8,F,4,Pure
4T1BK1FK7EU026754,4200,2014,TOYOTA,CAMRY,Camry SE,SEDAN 4D,GRAY,Rear,42130,15230,13806,3.5,F,6,Pure
WBAYM1C54ED325154,11000,2014,BMW,6 SERIES,650 XI,COUPE,WHITE,Front,43992,33416,25844,4.4,All,8,Pure
4T4BF1FK8ER409094,4700,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,WHITE,Front,96681,9437,6735,2.5,F,4,Pure
4T1BF1FKXEU742746,4050,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,WHITE,Rear,117715,10950,13694,2.5,F,4,Pure
3N1CN7AP0EL851649,1400,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,GRAY,Front,63027,6178,5894,1.6,F,4,Pure
3N1AB7AP1EY323380,1600,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLUE,Front,83466,7384,7233,1.8,F,4,Minimum
3VWD17AJ4EM364020,1100,2014,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,GRAY,Front,103519,5415,6499,1.8,F,4,Minimum
1N4AA5AP1EC487666,2700,2014,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,BLACK,Front,50246,13258,10355,3.5,F,6,Minimum
5TDKY5G17ES055398,14800,2014,TOYOTA,SEQUOIA LI,SEQUOIA LI,4DR SPOR,WHITE,Minor,86136,31897,0,5.7,R,8,Minimum
5UXFG2C58E0C45422,17100,2014,BMW,X6 XDRIVE3,X6 XDRIVE3,4DR SPOR,WHITE,Wear,71663,39978,0,3.0,All,6,Minimum
3N1AB7AP8EY271147,1550,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,SILVER,Side,108884,7358,6812,1.8,F,4,Pure
2T1BURHE1EC022040,3200,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Front,101122,13784,10792,1.8,F,4,Minimum
3N1AB7AP3EY214421,1150,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLUE,Rear,81635,6882,13577,1.8,F,4,Pure
2HKRM3H31EH525851,3900,2014,HONDA,CR-V LX,CR-V LX,4DR SPOR,BLACK,Front,98130,12145,11549,2.4,F,4,Minimum
2HKRM3H73EH533288,4700,2014,HONDA,CR-V EXL,CR-V EXL,4DR SPOR,BROWN,Front,78940,15356,9448,2.4,F,4,Pure
3N1CN7AP4EL875484,1300,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,GRAY,Rear,59169,6924,0,1.6,F,4,Minimum
19VDE1F32EE003564,3550,2014,ACURA,ILX,ILX 20,SEDAN 4D,GRAY,Front,50743,13984,8850,2.0,F,4,Minimum
JN8AE2KP9E9105994,2200,2014,NISSAN,QUEST S,QUEST S,SPORTS V,SILVER,Front,71475,12200,12822,3.5,F,6,Minimum
JTHBE1BL8E5036650,9700,2014,LEXUS,GS350,GS 350,SEDAN 4D,WHITE,Rear,83472,21365,15021,3.5,R,6,Minimum
4JGDA5HB9EA354016,10800,2014,MERCEDES-BENZ,ML 350 4MA,ML 350 4MA,4DR SPOR,WHITE,Front,103825,18882,15019,3.5,All,6,Pure
19XFB2F53EE080394,2650,2014,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,BLACK,Front,55223,11259,8310,1.8,F,4,Minimum
JTHBK1GG8E2109215,8700,2014,LEXUS,ES350,ES 350,SEDAN 4D,BLACK,Side,80781,16554,0,3.5,F,6,Pure
19XFB2F84EE008095,3850,2014,HONDA,CIVIC,CIVIC EX,SEDAN 4D,MAROON,Rear,96002,11429,10620,1.8,F,4,Minimum
1N4AA5AP8EC453823,2550,2014,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,BLACK,Front,53242,12477,12883,3.5,F,6,Minimum
JTEBU5JR8E5178526,10700,2014,TOYOTA,4RUNNER SR,4RUNNER SR,4DR SPOR,SILVER,Side,87246,26130,0,4.0,4x4,6,Pure
1N4AA5AP0EC488405,2650,2014,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,BLACK,Front,87713,10225,0,3.5,F,6,Approval
WDCGG8JB2EG234786,8100,2014,MERCEDES-BENZ,GLK 350 4M,GLK 350 4M,4DR SPOR,WHITE,Minor,102119,21995,0,3.5,All,6,Approval
1N4AL3AP9EC146286,1850,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Front,117098,8444,7206,2.5,F,4,Pure
1HGCR2F33EA249850,3250,2014,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,BLACK,Front,52281,12863,10809,2.4,F,4,Pure
4T4BF1FK0ER370551,3900,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,SILVER,Front,62405,11861,9428,2.5,F,4,Minimum
WBA3C1C54EK108907,5900,2014,BMW,3 SERIES,328 I SULE,SEDAN 4D,BLACK,Rear,51990,15468,6000,2.0,R,4,Pure
3N1AB7AP9EL640319,2700,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,CHARCOAL,Front,91308,6117,4590,1.8,F,4,Pure
1HGCR3F84EA015461,1100,2014,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,WHITE,Front,110887,15060,15060,3.5,F,6,Minimum
3N1AB7AP2EL658905,2750,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLUE,Front,65946,9465,6868,1.8,F,4,Minimum
2HKRM3H73EH529242,3400,2014,HONDA,CR-V EXL,CR-V EXL,4DR SPOR,BLACK,Front,46605,17113,12012,2.4,F,4,Pure
19XFB2F84EE077126,5600,2014,HONDA,CIVIC,CIVIC EX,SEDAN 4D,WHITE,Rear,129705,10313,8426,1.8,F,4,Minimum
2T1BURHE1EC009062,1700,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Rear,112489,10096,2018,1.8,F,4,Minimum
2HKRM4H72EH668042,3750,2014,HONDA,CR-V EXL,CR-V EXL,4DR SPOR,GRAY,Front,50109,18209,0,2.4,All,4,Pure
4T1BF1FK3EU410132,4350,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,WHITE,Front,38709,14389,0,2.5,F,4,Pure
2HKRM3H73EH558305,5500,2014,HONDA,CR-V EXL,CR-V EXL,4DR SPOR,TURQUOISE,Front,69211,12600,11069,2.4,F,4,Pure
3VWD07AJ5EM236355,1950,2014,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,SILVER,Front,51968,8606,7246,1.8,F,4,Minimum
4T1BF1FK6EU466369,4650,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,BLACK,Side,80397,9760,10933,2.5,F,4,Minimum
WDDHF5KBXEA916513,8600,2014,MERCEDES-BENZ,E 350,E 350,SEDAN 4D,BLACK,Front,77567,17803,15372,3.5,R,6,Pure
WDCGG5HB5EG234656,10200,2014,MERCEDES-BENZ,GLK 350,GLK 350,4DR SPOR,RED,ROLLOVER,27885,23589,17765,3.5,R,6,Pure
WDDKJ5KB6EF229472,7200,2014,MERCEDES-BENZ,E 350,E 350,COUPE,BLACK,Front,35233,22348,16429,3.5,R,6,Pure
JTHBK1GG9E2123396,12100,2014,LEXUS,ES350,ES 350,SEDAN 4D,WHITE,Front,141490,14533,10270,3.5,F,6,Minimum
5TDJKRFH8ES071449,7500,2014,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,WHITE,Front,38950,24986,19970,3.5,All,6,Minimum
5YFBURHE2EP134104,2850,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Rear,71581,10780,7809,1.8,F,4,Pure
JTHBF1D28E5023995,4850,2014,LEXUS,IS 250,IS 250,SEDAN 4D,BLACK,Front,66485,18046,17329,2.5,R,6,Minimum
1N4AL3AP4EN206947,2300,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,SILVER,Front,74597,9369,8628,2.5,F,4,Pure
1N4AA5AP8EC496011,1850,2014,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,GRAY,Front,61017,15028,11486,3.5,F,6,Minimum
1HGCR2F39EA078327,4400,2014,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,WHITE,Minor,54297,7276,3658,2.4,F,4,Pure
JN8AZ1MU0EW406253,2600,2014,NISSAN,MURANO S,MURANO S,4DR SPOR,BLACK,Front,70782,12197,7231,3.5,F,6,Minimum
1N4AL3AP3EN238160,1750,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Front,67826,11721,7759,2.5,F,4,Minimum
JTHBE1BL3E5033378,9200,2014,LEXUS,GS350,GS 350,SEDAN 4D,BLACK,Front,68484,22082,15055,3.5,R,6,Pure
1VWAT7A34EC043143,1400,2014,VOLKSWAGEN,PASSAT,PASSAT S,SEDAN 4D,BLUE,Rear,158315,7460,6335,1.8,F,4,Pure
19XFB2F82EE083586,2850,2014,HONDA,CIVIC,CIVIC EX,SEDAN 4D,BLACK,Rear,56529,12381,0,1.8,F,4,Minimum
4T1BF1FK7EU441397,5500,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,WHITE,Front,75250,11062,8454,2.5,F,4,Pure
5TDZK3DC7ES508901,4250,2014,TOYOTA,SIENNA,SIENNA,SPORTS V,WHITE,Front,32082,17521,14899,3.5,F,6,Minimum
4T1BF1FK2EU735483,3400,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,WHITE,Side,182555,8311,10616,2.5,F,4,Minimum
JN8AF5MV5ET355665,2550,2014,NISSAN,JUKE S,JUKE S,4DR SPOR,GRAY,Front,52890,13472,10073,1.6,All,4,Minimum
5FRYD4H86EB002576,12600,2014,ACURA,MDX ADVANC,MDX ADVANC,4DR SPOR,WHITE,Side,53640,24584,16896,3.5,All,6,Pure
1HGCR2F51EA070658,5400,2014,HONDA,ACCORD SPO,ACCORD SPO,SEDAN 4D,BLACK,Side,110491,10411,0,2.4,F,4,Minimum
1HGCT1B86EA006689,4050,2014,HONDA,ACCORD EXL,ACCORD EXL,COUPE,BLACK,Side,70359,14472,0,2.4,F,4,Minimum
5TDKK3DC5ES500474,3150,2014,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,GRAY,Front,343642,6959,0,3.5,F,6,Pure
3CZRM3H3XEG713304,5300,2014,HONDA,CR-V LX,CR-V LX,4DR SPOR,GRAY,Front,22509,16019,0,2.4,F,4,Minimum
3N1CN7APXEL837936,1400,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,RED,Front,94710,5514,8790,1.6,F,4,Minimum
3N1CN7AP5EL867393,1500,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,SILVER,Mechanical,99699,8395,0,1.6,F,4,Approval
1N4AL3AP7EN243653,1500,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Front,114289,8295,7621,2.5,F,4,Minimum
3N1AB7AP2EL677017,1750,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,RED,Front,94055,7893,7408,1.8,F,4,Pure
4T1BF1FK7EU849737,5400,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,BLUE,Front,58951,12464,0,2.5,F,4,Minimum
4T1BF1FK2EU747181,3400,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,RED,Front,101428,10540,8566,2.5,F,4,Pure
1N4AL3APXEN252363,1400,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Front,82814,10383,0,2.5,F,4,Minimum
JM3KE4CY5E0394225,5400,2014,MAZDA,CX-5 TOURI,CX-5 TOURI,4DR SPOR,BLUE,Rear,59682,14739,0,2.5,All,4,Minimum
4T1BF1FK4EU810961,3450,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,RED,Side,128412,8989,0,2.5,F,4,Minimum
5TDJKRFH6ES019933,8800,2014,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,BLACK,Rear,100479,22954,0,3.5,All,6,Minimum
WDDHF8JB3EA865634,12000,2014,MERCEDES-BENZ,E 350 4MAT,E 350 4MAT,SEDAN 4D,BLACK,Side,38196,27191,22000,3.5,All,6,Pure
1N4AL3AP7EC136422,1250,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,WHITE,Front,64517,9659,0,2.5,F,4,Minimum
4T4BF1FK3ER357504,3850,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,CHARCOAL,Front,34572,13860,0,2.5,F,4,Minimum
3N1AB7AP5EY271185,2200,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,RED,Front,30319,9627,0,1.8,F,4,Minimum
5TDKK3DC4ES464356,4950,2014,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,GREEN,Front,51226,16783,0,3.5,F,6,Minimum
2HKRM4H30EH691753,4200,2014,HONDA,CR-V LX,CR-V LX,4DR SPOR,CHARCOAL,Front,105521,11875,0,2.4,All,4,Minimum
1VWAS7A30EC039755,1250,2014,VOLKSWAGEN,PASSAT,PASSAT S,SEDAN 4D,SILVER,Rear,113150,8189,14656,1.8,F,4,Minimum
3N1AB7AP2EY218167,1950,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLUE,Front,91088,9844,0,1.8,F,4,Minimum
5J6RM4H31EL037477,3700,2014,HONDA,CR-V LX,CR-V LX,4DR SPOR,GRAY,Front,65202,13964,0,2.4,All,4,Minimum
4T1BF1FK8EU864313,3100,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,BLUE,Front,56294,14239,0,2.5,F,4,Minimum
4T1BF1FK2EU804995,7300,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,GRAY,Side,40869,16621,11037,2.5,F,4,Minimum
JTLZE4FE8EJ053716,525,2014,TOYOTA,SCION,SCION XB,4DR SPOR,GOLD,Rear,162135,5715,5885,2.4,F,4,Pure
19XFB2F92EE070006,4800,2014,HONDA,CIVIC EXL,CIVIC EXL,SEDAN 4D,WHITE,Side,53967,7877,11194,1.8,F,4,Pure
1N4AL3APXEC159872,2600,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLUE,Rear,49143,11324,8473,2.5,F,4,Pure
4T1BF1FK6EU766090,1700,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,SILVER,Front,151010,8488,10822,2.5,F,4,Pure
3N1CN7AP8EL867288,950,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,GRAY,Front,98810,5135,5125,1.6,F,4,Minimum
1VWBT7A31EC073043,2700,2014,VOLKSWAGEN,PASSAT,PASSAT SE,SEDAN 4D,BLACK,Rear,55367,12000,0,1.8,F,4,Pure
1N4AL3AP5EN387931,1600,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,RED,Front,87179,8777,10764,2.5,F,4,Minimum
JTJBM7FX8E5074607,16800,2014,LEXUS,GX,GX,4DR SPOR,BEIGE,Front,59264,31481,20379,4.6,All,8,Pure
3N1AB7AP3EY268592,1200,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,GRAY,Front,58286,10367,8323,1.8,F,4,Minimum
3VWL07AJ1EM324623,3650,2014,VOLKSWAGEN,JETTA,JETTA SEL,SEDAN 4D,WHITE,Front,41880,12422,14799,1.8,F,4,Pure
1N4AL3AP9EN251124,1900,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Side,69029,14071,9287,2.5,F,4,Minimum
3N1AB7AP9EY293044,2650,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,WHITE,Front,43355,8175,1914,1.8,F,4,Minimum
1HGCR2F38EA263050,2050,2014,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,GRAY,Front,92132,11012,10168,2.4,F,4,Minimum
1N4AL3AP0EC299669,2650,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,RED,Side,32553,13570,9473,2.5,F,4,Minimum
2T2BK1BA5EC233170,11900,2014,LEXUS,RX 350,RX 350,4DR SPOR,BLACK,Front,61393,22600,15585,3.5,All,6,Pure
3N1AB7AP5EY338951,1550,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLACK,Rear,47152,4711,7326,1.8,F,4,Pure
4T1BF1FK4EU767111,3650,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,GRAY,Front,41134,13606,9197,2.5,F,4,Pure
3N1AB7AP1EY209377,2050,2014,NISSAN,SENTRA,SENTRA S,SEDAN 4D,SILVER,Side,48041,9207,9349,1.8,F,4,Pure
2T1BURHE2EC032060,2900,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BROWN,Front,104781,8364,9422,1.8,F,4,Pure
4T1BK1EB8EU108834,6300,2014,TOYOTA,AVALON,AVALON BAS,SEDAN 4D,BLACK,Front,97303,10346,11416,3.5,F,6,Pure
2T1BURHE5EC104773,2400,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Front,40244,12680,13754,1.8,F,4,Minimum
5N1AT2MV5EC848471,7100,2014,NISSAN,ROGUE S,ROGUE S,4DR SPOR,GRAY,Rear,41843,15515,8214,2.5,All,4,Minimum
2T1BURHE1EC070993,3300,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Rear,66321,9324,8753,1.8,F,4,Pure
1HGCR3F86EA035971,4800,2014,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,GRAY,Side,53610,14230,11224,3.5,F,6,Minimum
JTMZFREV5EJ006098,4250,2014,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,WHITE,Rear,69581,13110,13022,2.5,F,4,Pure
5FRYD4H22EB010119,7400,2014,ACURA,MDX,MDX,4DR SPOR,BLACK,Rear,165517,19465,17640,3.5,All,6,Minimum
1N4AL3AP3EN212920,2900,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,SILVER,Rear,84984,8509,6166,2.5,F,4,Pure
3VW2K7AJ7EM297577,2300,2014,VOLKSWAGEN,JETTA,JETTA BASE,SEDAN 4D,WHITE,Front,87300,7299,7195,2.0,F,4,Pure
1N4AL3AP1EN362279,2900,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Side,71388,11678,7945,2.5,F,4,Pure
WDDSJ4EB9EN107362,7400,2014,MERCEDES-BENZ,C CLASS,CLA 250,SEDAN 4D,SILVER,Front,46268,16832,10917,2.0,F,4,Pure
JN8AS5MT9EW616000,1400,2014,NISSAN,ROGUE SELE,ROGUE SELE,4DR SPOR,WHITE,Front,109305,11588,5465,2.5,F,4,Minimum
1VWAP7A3XEC002584,1500,2014,VOLKSWAGEN,PASSAT,PASSAT S,SEDAN 4D,GRAY,Side,62768,10136,0,2.5,F,5,Minimum
1N4AL3AP7EC283145,1550,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,RED,Front,71756,4220,5957,2.5,F,4,Minimum
2T1BURHE5EC066154,4200,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Front,44244,11244,8438,1.8,F,4,Pure
WDCGG8JB2EG279369,4650,2014,MERCEDES-BENZ,GLK 350 4M,GLK 350 4M,4DR SPOR,BLUE,Side,48643,23058,0,3.5,All,6,Minimum
1N4AL3AP1EN336264,2600,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Rear,105367,9482,6894,2.5,F,4,Minimum
WDDHF5KB8EA787333,10100,2014,MERCEDES-BENZ,E 350,E 350,SEDAN 4D,BLACK,Side,93097,19441,0,3.5,R,6,Pure
4T1BF1FK1EU377034,3400,2014,TOYOTA,CAMRY,Camry L,SEDAN 4D,TAN,Front,89528,9727,9358,2.5,F,4,Minimum
JM1BM1V77E1191006,2200,2014,MAZDA,3,3 TOURING,SEDAN 4D,WHITE,Side,78638,9650,8329,2.0,F,4,Minimum
5YFBURHE4EP168769,3400,2014,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Front,68240,10411,0,1.8,F,4,Pure
1VWAS7A3XEC095220,2750,2014,VOLKSWAGEN,PASSAT,PASSAT S,SEDAN 4D,GRAY,Front,92717,7401,5717,1.8,F,4,Minimum
3N1CN7AP7EL861742,1800,2014,NISSAN,VERSA,VERSA S,SEDAN 4D,BLACK,Rear,56118,6345,4735,1.6,F,4,Pure
1HGCR2F39EA073791,0,2014,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,BLUE,Side,90296,8753,8901,2.4,F,4,Pure
5N1AR2MM6EC725848,5400,2014,NISSAN,PATHFINDER,PATHFINDER,4DR SPOR,GRAY,Front,57969,22231,0,3.5,4x4,6,Minimum
1N4AL3AP5EC288554,2750,2014,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Rear,63958,10970,7894,2.5,F,4,Pure
5TDKK3DCXES516539,4750,2014,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,BLUE,Side,76259,14256,11507,3.5,F,6,Minimum
WDCGG5HB8EG282975,6800,2014,MERCEDES-BENZ,GLK 350,GLK 350,4DR SPOR,BROWN,Wear,79370,26407,0,3.5,R,6,Approval
